colorIdentity,types,convertedManaCost,rarity,flavorText,sentiment,intensity
Black,Creature,4.0,common,The Sultai distinguish between pet and slave by the material of the chain.,0.0,0.0
Black,Instant,4.0,mythic,The Sultai would rebuild the empire on the backs of the dead.,-0.6705,0.6705
Green,Creature,3.0,common,The Summer Nexus is a holy grove in Setessa where the starfields of Nyx glitter in the shadows.,0.0,0.0
Green,Creature,3.0,rare,The Sun Empire's most sacred sites are protected by more than prayers.,0.4404,0.4404
Green,Creature,3.0,common,The Sun-Dappled Court of Valeron stands secure behind a wall of steel-tipped arrows.,0.34,0.34
Blue,Enchantment,2.0,rare,The Sunken Ruin houses all the learning of a long-forgotten age.,-0.5859,0.5859
Green,Creature,2.0,uncommon,"The Sylvok see the artificer as a gardener, preparing the world for hardy growth.",0.6486,0.6486
White,Creature,4.0,rare,"The Tabernacle's disciples channel the emanations from Pendrell Vale, spreading its paradoxical demand to be both worshipped and left alone.",0.296,0.296
Green,Instant,4.0,uncommon,The Tajuru elves devised ways to let the forest defend itself.,0.0,0.0
Red,Creature,2.0,uncommon,The Taskmaster knows that there is no cure for the common Kobold.,-0.296,0.296
Green,Instant,2.0,common,"The Temur believe three things only are needed in life: a hot fire, a full belly, and a strong companion.",0.2263,0.2263
Green,Sorcery,4.0,uncommon,"The Temur call the flickering lights the Path of Whispers, believing that they lead the way to ancestral knowledge.",0.0,0.0
Blue,Instant,1.0,uncommon,The Temur have no patience for subtlety.,-0.296,0.296
Green,Creature,4.0,uncommon,"The Temur see themselves as a pack, their bonds more primal than the Abzan's.",0.0,0.0
Green,Creature,3.0,common,"The Temur welcome bears into the clan, fighting alongside them in battle. The relationship dates back to when they labored side by side under Sultai rule.",-0.2732,0.2732
Black,Enchantment,4.0,uncommon,"The Thrulls bred at a terrifying pace. In the end, they overwhelmed the Order of the Ebon Hand.",-0.0772,0.0772
Blue,Enchantment,1.0,common,"The Tolarian Academies are known for their magical research, powerful sorcerers, and accidental destruction of ecosystems.",-0.296,0.296
Blue,Creature,3.0,common,The Tolarian Academies embrace a tradition of study and research while discouraging the kinds of experiments that ruined the original island of Tolaria.,-0.34,0.34
Blue,Creature,2.0,common,The Trial of Knowledge challenges and broadens the minds of initiates.,0.0772,0.0772
Green,Creature,1.0,common,The Ulvenwald makes no allowances for youth. Today's newborn is either tomorrow's hunter or tomorrow's lunch.,-0.296,0.296
Black,Instant,5.0,common,"The Underworld erodes memory, identity, and eventually the physical form, leaving only crumbling statues called misera—hollow monuments to mortal futility.",0.0,0.0
Red,Sorcery,2.0,uncommon,The Underworld is anything but a resting place.,0.0,0.0
Green,Enchantment,2.0,uncommon,The Vintara Forest welcomes its enemies with a crushing embrace.,-0.1779,0.1779
Green,Instant,2.0,common,"The Viridian elves had purged their culture of the trolls' traitorous influence. In times of strife, however, the ancestral memories returned.",0.0,0.0
Blue,Creature,2.0,common,"The Vodalian Empire tends to be insular. The scholarly Volshe caste are the exception, using education as an antidote to xenophobia.",0.0,0.0
Black,Creature,7.0,uncommon,The Voldaren lands remained well protected when Olivia's army marched from Lurenbraum Fortress.,0.6124,0.6124
Red,Creature,2.0,uncommon,"The Vulshok see the artificer as a catalyst, bringing the spark of creation that ignites change.",0.4588,0.4588
Red,Creature,3.0,common,"The Vulshok use its digestion to break down the most obstinate metals, from darksteel myr to seastrider plates.",-0.3597,0.3597
Black,Creature,2.0,common,The Walking Dead are the remains of freakish experiments by the Necromantic Lords.,-0.8126,0.8126
Black,Creature,3.0,uncommon,"The Wall of Bone is said to be an aspect of the Great Wall in Hel, where the bones of all sinners wait for Ragnarok, when Hela will call them forth for the final battle.",0.3612,0.3612
Red,Enchantment,3.0,common,The War Drums enabled Goblin and Orcish armies to crush the sparsely defended Dwarven cities.,-0.6705,0.6705
Green,Creature,6.0,rare,"The Weatherlight banked sharply as the colossal beast rose up to crush the lone rider. ""My bet's on the dirt,""",-0.4019,0.4019
White,Sorcery,4.0,rare,"The Weatherlight dragged the Predator behind it, the cradle hauling the casket.",-0.0516,0.0516
Black,Creature,4.0,common,"The World Spell thawed their icy graves, promising rest in soft, quiet earth at last. But Heidar called them to duty for a twisted cause.",0.0644,0.0644
Blue,Creature,5.0,uncommon,The Wu kingdom's well-trained admirals were integral to the Southlands' victory at Red Cliffs as well as the kingdom's defense.,0.6249,0.6249
Red,Creature,4.0,uncommon,The Yeti's single greatest asset is its unnerving ability to blend in with its surroundings.,0.8402,0.8402
White,Enchantment,2.0,uncommon,"The Yotian soldiers hoped that one day R&D would make an artifact creature whose name starts with Z. And in their dreams, it's a 41.",0.6486,0.6486
Green,Creature,3.0,uncommon,The abandoned towns on the moors didn't stay empty for long.,-0.3417,0.3417
White,Creature,2.0,common,The aberrant magic of the Rimewind drew the unicorns back from the northern wastes to do battle once again.,-0.3818,0.3818
White,Creature,2.0,common,The abundance of foes in Orazca means the raptors no longer need any orders.,-0.6369,0.6369
Blue,Land,0.0,rare,The academy worked with time—until time ran out.,0.0,0.0
Blue,Enchantment,3.0,uncommon,"The academy's libraries were protected by fire-prevention spells. Even after the disaster, the books were intact—though forever sealed in time.",-0.296,0.296
Red,Enchantment,5.0,rare,The accusations spread like hungry flames.,0.0516,0.0516
Black,Enchantment,3.0,rare,The admixture of bitterwort in the viral brew has produced most favorable results. —Phyrexian progress notes,0.7346,0.7346
Blue,Creature,4.0,uncommon,"The aethersphere is home to the most wondrous beings on all of Kaladesh, although the dangers of traversing it mean that not much is known of them.",-0.4939,0.4939
White,Creature,4.0,uncommon,The air hummed with the scissoring sound of uncounted blades that hovered in front of the invaders as though wielded by a phalanx of unseen hands.,0.0,0.0
Green,Sorcery,3.0,common,The air that holds them aloft can just as easily put them down.,0.34,0.34
Green,Creature,2.0,rare,The air was filled with the cracks and snaps of flesh hardening as the new sliver joined the battle.,-0.3818,0.3818
Red,Sorcery,4.0,common,The akki knew to stay indoors on the days the oni flew their kites.,0.0,0.0
Red,Creature,6.0,common,The akki were surprised to encounter a human who could fight in the caves as well as they.,0.1027,0.1027
Black,Instant,3.0,common,"The amorphous, magically animated residue known as the Fathom Sludge lurks in the Hagra Cistern, attacking its prey with pseudopods and dragging it down to be digested.",-0.6249,0.6249
Red,Instant,2.0,common,"The ancient Planeswalkers Sorin and Nahiri battled across Ravnica, their blows cutting as deep as their grudge.",-0.4019,0.4019
Green,Creature,2.0,rare,"The ancient books slowly crumbled, their secrets turning to dust. But their every word sings within the magus's head.",0.0,0.0
Red,Instant,1.0,common,"The ancient dragon Thraxes sleeps in Purphoros's sacred peak. When he stirs in dreams, so does the mountain.",0.4019,0.4019
White,Creature,5.0,uncommon,The angel remembers her past lives like dreams. Her song held up meadows. Her blade drove back darkness. Her wings carried her across the ages.,0.4939,0.4939
White,Enchantment,5.0,mythic,The angels appreciated the offer but politely declined to eat any birdseed.,0.2846,0.2846
White,Creature,6.0,uncommon,"The angels did not deceive. From the start, they were clear their allegiance was to the God-Pharaoh and to him alone.",0.4325,0.4325
Red,Creature,6.0,common,"The angriest of giants are often the most skillful weaponsmiths. Their grudges fuel endless sessions at the forge, all the while growling ferociously to themselves.",-0.7351,0.7351
Blue,Sorcery,4.0,uncommon,"The anointed work the mines without pause, their cartouches instilling them with tireless purpose.",0.0,0.0
Green,Creature,5.0,common,The apes of Yavimaya draw strength from the spirits of their ancestors.,0.4939,0.4939
White,Creature,4.0,common,"The appearance of a kirin signifies the passing or arrival of an important figure. As word of sightings spread, all the khans took it to mean themselves. Only the shaman Chianul thought of Sarkhan Vol.",0.2023,0.2023
Green,Creature,5.0,common,"The appearance of the first kavu surprised Multani. As they continued to emerge, he no longer had any doubts about Yavimaya's ability to defend herself.",-0.0516,0.0516
Blue,Sorcery,2.0,common,"The apprentice stared in puzzlement. ""But Master, you finished writing those spells just yesterday. Don't you remember?""",0.0,0.0
Blue,Creature,3.0,common,The arcane academies along the coast were powerless to protect themselves from the brazen raiders of the Kapsho Seas.,-0.1531,0.1531
White,Enchantment,1.0,common,The archangels zealously drove Serra's light into every corner of their new home as if their creator still commanded them.,0.0,0.0
Green,Instant,2.0,common,"The archer's heart broke seeing her compatriots die far below, but she held position until the enemy was in range.",-0.8442,0.8442
Green,Creature,2.0,rare,The archers have a reputation for attacking without warning. They claim that the first arrow is the warning.,0.0186,0.0186
Black,Sorcery,1.0,common,The armies of the dead always report well rested.,-0.4939,0.4939
Green,Instant,1.0,uncommon,"The armies paused, silent, as the warriors reflected on the sunsets of their youth.",0.0,0.0
Red,Enchantment,2.0,uncommon,The army was never at a loss for weapons; Crovax was their forge.,-0.2354,0.2354
White,Enchantment,3.0,rare,The arrival of the God-Pharaoh marked a betrayal of both gods and mortals.,-0.5859,0.5859
Blue,Creature,4.0,common,"The arrival of the Planar Bridge caused eddies in the aether, creating some entirely new species while transforming others.",0.296,0.296
Red,Sorcery,1.0,common,"The arrows fell like fiery rain, and for a moment, the sky itself seemed to burn.",0.0258,0.0258
Blue,Instant,3.0,common,"The artificers of Kaladesh strive ceaselessly for perfection, progress, and the ultimate expression of elegance.",0.8625,0.8625
Red,Creature,3.0,uncommon,The artistry of Etlan's firedancers is more spectacular when behemoths join in.,0.296,0.296
Black,Creature,3.0,rare,The assassin sees only throats and hears only heartbeats.,0.0,0.0
Black,Instant,1.0,uncommon,The assassins of Ochran distill toxins from the remains of the previous victims.,-0.3182,0.3182
White,Creature,2.0,rare,The auratog enjoys eating its wards.,0.5106,0.5106
Green,Creature,2.0,common,The aurochs herd is content to graze—until the bull provides the dissenting urge to charge.,0.0,0.0
Red,Creature,3.0,common,The avant-garde among Ghirapur's inventors disregard the Consulate's safety standards completely.,0.1779,0.1779
White,Creature,5.0,common,"The aven are admired, for they are able to fly with the dragons.",0.5106,0.5106
Blue,Creature,2.0,common,"The aven came to fear the forest's clawing branches, but the watchers quickly renewed their courage.",0.4939,0.4939
Blue,Creature,7.0,rare,The aven claim it feeds on thunder and rainbows.,0.0,0.0
White,Creature,5.0,uncommon,"The awards and medals of polis-dwellers mean nothing to griffins, but they repay acts of generosity.",0.7543,0.7543
Blue,Creature,4.0,rare,"The awestruck birds gazed at Wonder. Slowly, timidly, they rose into the air. —Scroll of Beginnings",-0.1779,0.1779
Green,Creature,3.0,common,The balance of nature dictates that one day humans will be stepped on by bugs.,0.0,0.0
Green,Sorcery,1.0,uncommon,"The baloth's instincts boiled, its muscles pulled taut, and its razor-spines bristled, as it turned to face—a runt meepling.",0.0,0.0
Red,Creature,2.0,common,"The bane of all artificers, the legendary Atogs devoured intricate tools to further their own twisted growth.",0.4939,0.4939
Red,Creature,2.0,uncommon,"The bane of all artificers, the legendary atogs devoured intricate tools to further their own twisted growth.",0.4939,0.4939
Black,Creature,4.0,common,The banished have come home to roost.,0.0,0.0
Blue,Creature,3.0,common,The banks of the Luxa River attract all manner of predator but only the most resilient of prey.,0.1901,0.1901
Red,Creature,2.0,common,The banner symbolizes the goodwill of the Brighthearth. Their emissaries bring the mastery of fire to other races.,-0.34,0.34
Red,Instant,1.0,uncommon,"The barbarians call it ""touching the soul of the dragon.""",0.0,0.0
Black,Instant,3.0,common,"The barbarians of Jund believe the bottomless tar pits extend forever into other, darker worlds.",0.1779,0.1779
Red,Creature,6.0,uncommon,"The barbarians of Pardia are long dead, but its mountains still smolder with rage.",-0.8201,0.8201
White,Instant,3.0,rare,The barrier between existence and oblivion is thinner than you know.,-0.128,0.128
Black,Creature,3.0,uncommon,The bat has such clarity of hearing that simple sounds become symphonies.,0.4019,0.4019
Black,Creature,2.0,common,The bat thrives on what underestimates it.,-0.2732,0.2732
Black,Creature,2.0,common,The battle of Puyang marked the beginning of the end for Lu Bu. He lost the city—and later his life—to Cao Cao.,-0.5994,0.5994
Green,Instant,3.0,common,The battle served as a grim reminder of what a final victory for the Eldrazi would mean.,-0.743,0.743
Black,Creature,3.0,common,"The battle was over, but the carnage continued for days.",-0.2023,0.2023
Blue,Creature,3.0,common,The battle was won in the commander's head before the first weapon was drawn.,-0.0258,0.0258
Black,Sorcery,4.0,rare,The battle's end is the meal's beginning.,0.0,0.0
Green,Creature,4.0,uncommon,"The bears had been isolated on an island for hundreds of years, until the island sank and the bears didn't.",-0.3182,0.3182
Green,Creature,2.0,common,"The bears wade into time rifts to feed. They do not fear the storms, and they are quick enough to snatch prey just as it blinks in or out of time.",0.3875,0.3875
Black,Creature,4.0,common,"The beetles feed not on the flesh of corpses but on the metal, grinding out the iron and steel to add to their own bulky shells.",0.0,0.0
Red,Creature,4.0,common,"The bellow of a minotaur always translates to ""charge.""",0.0,0.0
Red,Creature,4.0,common,"The bellow of minotaur always translates to ""charge.""",0.0,0.0
Blue,Instant,4.0,uncommon,The best cure for a big ego is a little failure.,0.2944,0.2944
White,Instant,2.0,common,The best defense is to not get hit.,0.6908,0.6908
Green,Instant,4.0,uncommon,The best engineers recognize when a problem has already been solved.,0.5574,0.5574
White,Creature,1.0,uncommon,The best fighters are skilled in both harming and healing.,0.1027,0.1027
Black,Sorcery,4.0,uncommon,The best ideas often come from the worst minds.,0.0258,0.0258
Green,Enchantment,3.0,uncommon,The best leaders are made by their followers.,0.6369,0.6369
White,Instant,3.0,uncommon,The best presents are impossible to regift.,0.6369,0.6369
White,Enchantment,3.0,rare,The best techniques outlive their creators.,0.6369,0.6369
Red,Creature,5.0,uncommon,The best thing about ogres is that they never try to sneak up on you.,0.6369,0.6369
White,Creature,2.0,common,The best use for a unicorn's horn is to adorn a unicorn. —Femeref adage,0.7269,0.7269
Green,Creature,4.0,uncommon,The best way to calm a rampaging ceratok is to wait until it dies of natural causes.,0.8402,0.8402
White,Creature,3.0,common,The best weapon is the one at hand.,0.7351,0.7351
Green,Sorcery,2.0,rare,The best wishes include the will to tame their consequences.,0.7003,0.7003
Blue,Creature,3.0,common,"The bigger the purse, the greater the fool. —Rishadan saying",-0.1027,0.1027
Red,Creature,2.0,common,"The bigger they are, the harder they avoid work.",-0.296,0.296
Green,Enchantment,3.0,uncommon,The biggest difference between a victory and a massacre is which side you're on.,0.0,0.0
Black,Instant,5.0,uncommon,The blades of a Sultai assassin stab like the fangs of a dragon.,-0.3182,0.3182
Black,Instant,4.0,common,The blast ignores the cage of metal but devours the flesh inside.,-0.1406,0.1406
White,Enchantment,1.0,common,The blessing adds both protection to the recipient and weightlessness to the stone.,0.4939,0.4939
Red,Enchantment,4.0,common,"The blessing is not the strength itself, but the knowledge of how to use it.",0.0736,0.0736
White,Creature,3.0,common,The blessings of Heliod are apparent for all to see.,0.5423,0.5423
White,Creature,2.0,common,The blinding barrier served Benalia better than a hundred shields.,0.34,0.34
Green,Enchantment,7.0,rare,The blood of Krosa turns rational beings into primal forces.,0.0,0.0
Black,Creature,4.0,uncommon,The bodies of its victims are the only tracks it leaves.,-0.3182,0.3182
Black,Enchantment,1.0,common,"The body dies in stages. First the skin, then the muscle. The brain is last, much to the victim's dismay.",-0.4215,0.4215
Blue,Enchantment,5.0,uncommon,The body often twists and flails spasmodically as the spirit explores its new home.,0.1779,0.1779
Black,Sorcery,4.0,uncommon,The bog's touch means death to all but the darkest of hearts.,-0.775,0.775
Black,Creature,4.0,uncommon,The bogeyman doesn't disappear when you close your eyes.,0.1695,0.1695
Green,Sorcery,5.0,uncommon,The boggarts gorged themselves until their bellies glowed.,0.0,0.0
Blue,Creature,6.0,uncommon,"The bolt struck with a flash and there was a terrible sound, as of glass shattering, but the creature was unharmed.",-0.3716,0.3716
Blue,Creature,6.0,uncommon,"The bolt struck with a flash, and there was a terrible sound, as of glass shattering, but the creature was unharmed.",-0.3716,0.3716
Red,Creature,4.0,uncommon,"The bombardment of sand disorients, chokes, and ultimately tenderizes its prey.",-0.4019,0.4019
Green,Creature,2.0,uncommon,The bond between Llanowar elves and their kavu empowers both.,0.0,0.0
Green,Sorcery,5.0,uncommon,The bonds of family cross the boundaries of race.,0.0,0.0
Green,Creature,3.0,rare,The bonds of the pack transcend time and death.,-0.5994,0.5994
Red,Creature,2.0,common,The bones it buries may be yours.,0.0,0.0
Black,Enchantment,1.0,uncommon,"The bones of Jund's dead resurfaced in Naya, poisoning the jungle and killing the sunseeders' crops.",-0.926,0.926
Green,Creature,5.0,common,"The boot prints became paw prints, and they led right back into town.",0.0,0.0
Green,Creature,7.0,rare,The border between life and death is as thin as a layer of topsoil.,-0.5994,0.5994
Blue,Instant,7.0,uncommon,"The boundary between real and imaginary is as thin as the page, and just as easily torn.",0.1027,0.1027
Green,Creature,8.0,rare,"The bower shuddered. The stillness broke. The scurf shifted, and a being emerged from the flowers and ferns.",-0.4215,0.4215
Red,Sorcery,3.0,common,"The breakthroughs granted by Keranos, god of epiphany, can be surprisingly literal.",0.6486,0.6486
White,Instant,3.0,rare,The bright tunnel sometimes leads back to life.,0.4404,0.4404
Blue,Enchantment,1.0,common,"The brighter the wings, the deeper the impact crater.",0.3818,0.3818
Black,Instant,1.0,common,The brightness of day turned in an instant to dusk as the swarm descended upon the battlefield.,0.0,0.0
Red,Creature,5.0,common,"The broken Qal Sisma foothills make poor terrain for cavalry, but a perfect setting for ambushes.",0.4497,0.4497
Blue,Instant,1.0,uncommon,The brutish mage's version of thinking.,0.0,0.0
Red,Instant,3.0,uncommon,"The cage is a crucible for the rage that builds inside, refining it into something pure and terrible.",-0.7717,0.7717
Red,Creature,1.0,uncommon,The calligraphy of combat is written with strokes of sudden blood.,-0.34,0.34
Blue,Sorcery,6.0,rare,The calm comes after the storm.,0.3182,0.3182
Green,Enchantment,1.0,uncommon,The calmest day on Rath would be thought a storm anywhere else.,0.3818,0.3818
White,Creature,6.0,rare,The caress of the morning star frees all from the clutch of darkness.,0.0516,0.0516
Green,Creature,6.0,rare,"The cat warriors recognized this Jedit's face, but not his fierce loyalty to Efrava.",-0.5824,0.5824
Red,Creature,3.0,rare,The cathars realized they had not tracked her—she had led them here.,0.0,0.0
Blue,Creature,2.0,common,The cautious are wary of their enemies. The wise are also wary of their friends.,0.3818,0.3818
White,Instant,6.0,rare,The cave floods with light. A thousand rays shine forth and meld into one.,0.0,0.0
White,Creature,2.0,uncommon,"The ceiling and the floor fell in love, but only the wall knew. —Dal saying",0.3818,0.3818
Green,Enchantment,3.0,uncommon,"The centaurs' simple magic can undo a basilisk's gaze, but only for a short time.",0.0,0.0
Black,Creature,4.0,common,The chains obey her. Everything else would do best to get out of her way.,0.6369,0.6369
White,Instant,4.0,common,"The changing of a single moment in Tarkir's past altered its future, rewriting its history.",0.0,0.0
Green,Enchantment,2.0,rare,"The chant was incomprehensible, but its power was unmistakable.",0.0,0.0
Blue,Instant,4.0,uncommon,"The chant was interrupted, the components cooked, and Zok worried that it was his brain he smelled smoking.",-0.5267,0.5267
Blue,Instant,6.0,common,The charm of a naga is undeniable.,0.4019,0.4019
Red,Sorcery,2.0,common,The chasm of years and worlds collapsed under the power of their embrace.,0.0516,0.0516
Green,Sorcery,4.0,common,The chattering forest fell silent as the otherworldly song began.,0.0,0.0
Blue,Instant,2.0,uncommon,"The chill wind extinguishes flame, and frosts the leaf on the branch.",0.0,0.0
Black,Creature,2.0,rare,"The chill, to him who breathed it, drew  Down with his blood, till all his heart was cold. —Alfred, Lord Tennyson, Idyls of the King",0.0,0.0
Blue,Creature,3.0,uncommon,The choices of the living will tether them in death.,-0.5994,0.5994
White,Creature,1.0,uncommon,"The choke point was the plan, but devoted camaraderie was always her strategy.",0.3182,0.3182
Red,Enchantment,2.0,common,The cinders believe their flame was stolen by one they call the Extinguisher. All who now wield fire draw their desperate wrath.,-0.7845,0.7845
White,Enchantment,4.0,common,The circle buys time—an important commodity in battle.,-0.2023,0.2023
Green,Creature,3.0,uncommon,"The city is vast and perilous, but there are places where a weary traveler can feel very much at home.",-0.3919,0.3919
Red,Enchantment,3.0,uncommon,"The city of Ghirapur is a living thing, and living things defend themselves.",0.0,0.0
Green,Instant,2.0,common,The clamor of war ceased as both armies stood and marveled at the beauty of Gaea's work.,-0.0258,0.0258
White,Creature,3.0,uncommon,The clearest commands are practical examples.,0.0,0.0
Black,Instant,3.0,common,The clerics known as condemners punish those who do not recognize the righteous authority of the church.,-0.4767,0.4767
White,Creature,5.0,uncommon,The clerics prayed for salvation. The soldiers prayed for victory. Both prayers were answered.,0.0,0.0
White,Instant,3.0,uncommon,The clerics saw her as a divine gift. She saw them only as allies in her war against Phage.,0.3818,0.3818
Red,Sorcery,1.0,common,The climax of a warlord's career is always death.,-0.5994,0.5994
White,Sorcery,4.0,rare,"The clouds broke and the sun's rays burst forth; each foul beast in its turn faltered, and was gone.",-0.4215,0.4215
Blue,Instant,3.0,uncommon,"The clouds grew thick, and then they grew teeth.",0.0,0.0
Blue,Instant,3.0,common,The cold slowed their movements until only their panicked eyeballs swiveled beneath the ice.,-0.4588,0.4588
Blue,Enchantment,3.0,common,"The collection didn't have room to expand, so the wizard improvised a solution.",0.5574,0.5574
Green,Creature,3.0,common,"The colossodon's hard outer shell stops many predators, but with a gentle flip from a dragon, it quickly becomes a meal in a bowl.",0.5187,0.5187
Green,Instant,1.0,common,The combined strength of all five planes spawned creations none had seen before.,0.7003,0.7003
White,Artifact,2.0,rare,"The commander tells the troops where to go, but the standard reminds them why they're there.",0.0,0.0
Green,Creature,3.0,uncommon,"The communal mind produces a savage strategy, yet no one could predict that this vicious crossbreed would unravel the secret of steel.",-0.795,0.795
White,Creature,3.0,uncommon,The competition is but one aspect of the spectacle.,0.0,0.0
Red,Instant,5.0,uncommon,"The concept of thoughtweft fascinates the Nighthearth cult. Imagine, bringing agony to an entire people by torturing just one.",-0.5859,0.5859
Green,Creature,5.0,common,The conquistadors surrounded the dinosaur only to find that it had outflanked them.,0.0,0.0
Green,Instant,2.0,rare,"The constant shifting of Dominaria's shredded timeline played havoc with its atmosphere, combining savage electrical storms from ages past.",-0.6705,0.6705
Black,Enchantment,2.0,common,"The consuming undeath of Grixis terrifies the survivors of Vithia, but its fauna is just as fearsome.",-0.705,0.705
Blue,Creature,2.0,common,"The coral merfolk delight in wrestling with their foes, skinning them alive on the razor-sharp edges of their reef.",0.5423,0.5423
Red,Enchantment,4.0,rare,The correct answer to a barbarian's riddle is to choke on your cleverness and die.,-0.6249,0.6249
White,Creature,6.0,rare,"The corruption stirred the heavens above, awaking a shining champion.",0.765,0.765
White,Creature,1.0,common,The courage of those who work the land is born of long days of labor in the hot summer sun and the cold winter wind. It is the courage of the earth itself.,0.7506,0.7506
White,Instant,2.0,uncommon,The courageous accomplish more in a single moment than the cowardly do in a lifetime.,0.5574,0.5574
Red,Creature,6.0,rare,The course of the falling star always ends in ruin.,-0.6597,0.6597
Red,Creature,2.0,common,The crawler doesn't care what gets in its way. It pushes everything into the boiling muck and waits for the meal to cook.,-0.3875,0.3875
Red,Instant,1.0,common,The creation of new weapons demands the destruction of others.,-0.6705,0.6705
Blue,Enchantment,6.0,rare,The creations of the hand are confined by reality. The creations of the mind know no such limits.,0.7351,0.7351
Black,Creature,4.0,common,"The creatures of Zendikar are opportunists, eating whatever is available to them. Like goblins. Or boats.",0.4215,0.4215
Green,Creature,4.0,uncommon,"The crocodiles of the Broken Lands, long used to feeding on undead flesh, eagerly flooded into Naktamun for a taste of something fresher.",-0.128,0.128
Black,Creature,6.0,uncommon,"The crone's boughs creaked as she spoke. ""You look peaked, little one. Come, sip from my warm brew. It'll have you blooming in no time.""",-0.0772,0.0772
White,Creature,2.0,common,The crossbow is the ideal weapon for the lazy Mercadians: just point and shoot.,-0.4019,0.4019
Black,Enchantment,4.0,rare,"The crowd roared, the fighters bled, and the dead piled high in the pits. Only the Cabal could win.",-0.1779,0.1779
Black,Enchantment,1.0,common,The crueler vampires' idea of free-range farming.,-0.5106,0.5106
Black,Enchantment,5.0,rare,The cruelest strain of plague keeps its hosts alive long enough to return home and infect their families.,-0.296,0.296
Black,Sorcery,6.0,common,The cruelest tortures leave no mark upon the flesh.,-0.8591,0.8591
Black,Creature,4.0,common,"The crumbling temples on the tortoise's back are monuments to the decadence of the ancient Sultai. Though it harkens back to the era of the khans, Silumgar allows it to walk his territory as a warning to those who would oppose him.",-0.34,0.34
Blue,Instant,1.0,common,The crystal pulsed with the power of Teferi's planeswalker spark. Had Jhoira given him a blessing or a curse?,0.1531,0.1531
White,Artifact,3.0,common,"The cup was a gift from the sphinx Tameron, who hoped that those who drank from it would live long enough to decrypt the sphinxes' wisdom.",0.836,0.836
Blue,Creature,3.0,uncommon,The currents of the Marang wash away both tracks and blood.,0.0,0.0
Black,Instant,4.0,rare,The cycle of life and death is rarely pretty.,-0.7599,0.7599
Red,Creature,6.0,common,"The cyclops had learned to never eat a shepherd. Instead he gently flung the ""pit""",0.4588,0.4588
Green,Sorcery,5.0,uncommon,"The dance of angry feet —Nantuko expression meaning ""stampede""",-0.5106,0.5106
Blue,Instant,4.0,common,"The daredevil racers of the Derby Crows, long at odds with the Consulate, were quick to join the renegades in open revolt.",0.4019,0.4019
Red,Sorcery,3.0,common,The dark times left the peasantry ready to fight with whatever weapons were at hand.,0.0516,0.0516
Black,Creature,6.0,uncommon,The darkness of his shield reflects the inky blackness of his soul.,-0.25,0.25
Black,Sorcery,3.0,common,The dead know lessons the living haven't learned.,-0.6486,0.6486
White,Sorcery,7.0,rare,The dead serve as their own tombstones.,-0.6486,0.6486
Black,Creature,3.0,common,The dead sing their own lullabies.,-0.6486,0.6486
Black,Creature,4.0,common,The dead that swept across Naktamun came in all shapes and sizes.,-0.6486,0.6486
Black,Creature,2.0,common,The dead who wander beyond the safety of the city crave only to spread their curse.,-0.7184,0.7184
Black,Creature,2.0,common,The dead who wander beyond the safety of the city of Naktamun crave only to spread their curse.,-0.7184,0.7184
Green,Sorcery,4.0,uncommon,The deadliest force on Mirrodin isn't the largest organism—it's the smallest.,0.0,0.0
Black,Creature,3.0,uncommon,The deadliest killers serve only those who are not afraid to die.,-0.2856,0.2856
Black,Sorcery,3.0,common,The death of a scout can be as informative as a safe return.,-0.25,0.25
Black,Creature,2.0,common,The death of the party.,-0.296,0.296
Blue,Instant,3.0,uncommon,The deep sleep of winter is not always restful.,-0.2755,0.2755
Green,Creature,4.0,rare,"The deeper the wood, the greater its strength.",0.6908,0.6908
Green,Instant,2.0,common,"The defenders said not a word. Their shields, spears, and stances were warning enough.",-0.2732,0.2732
Black,Enchantment,2.0,common,The defenses of the Abzan extend well beyond the walls of their fortresses.,0.5423,0.5423
Blue,Creature,1.0,common,"The delicate sprites carry messages for Saprazzans, but they refuse to land in Mercadia City's filthy markets.",-0.4019,0.4019
Blue,Creature,2.0,rare,The delight of discovery drives the pursuit of knowledge.,0.5994,0.5994
Black,Creature,2.0,uncommon,"The demon Griselbrand dared to stand against Avacyn, earning him the loathing of thousands and the admiration of a few.",-0.0516,0.0516
White,Sorcery,4.0,common,The demon had flown past the reach of Erebos's whip but not the point of the sun god's spear.,0.0129,0.0129
Black,Enchantment,2.0,common,"The demon's yoke is part leash, part noose.",0.0,0.0
Blue,Creature,7.0,common,The denizens of the Luxa River woke angry on the currents of blood.,-0.5106,0.5106
Black,Creature,2.0,rare,The desecration of their dead makes even the Saprazzans careless.,-0.7783,0.7783
Green,Creature,3.0,uncommon,The desert had once been a place of endless horror. It was now the last refuge as the city of Naktamun fell.,-0.5719,0.5719
Red,Instant,2.0,uncommon,"The desert is a voracious beast, devouring both flesh and stone.",0.0,0.0
Red,Creature,4.0,uncommon,The destruction he causes is nothing next to the chaos in his mind.,-0.8126,0.8126
Black,Creature,5.0,rare,The destruction of Markov Manor made the surviving members of the bloodline more dangerous.,-0.7089,0.7089
Green,Sorcery,2.0,mythic,The destruction of Rhonas's monument released his collection upon the city.,-0.5719,0.5719
Black,Creature,1.0,common,The difference between a nuisance and a threat is often merely a matter of numbers.,-0.5106,0.5106
Green,Creature,2.0,common,The directors of the Riptide Project wanted instant results on the sliver experiments. They got their wish.,0.4019,0.4019
